customer_id,channel,acquisition_date,campaign_id
CUST0000159,ORGANIC,2022-03-19,
CUST0000160,ORGANIC,2021-08-20,
CUST0000161,PAID_SOCIAL,2020-02-10,ACQ_CAMP_18
CUST0000162,PAID_SEARCH,2024-02-11,ACQ_CAMP_21
CUST0000163,PARTNERSHIP,2020-12-18,ACQ_CAMP_25
CUST0000164,PAID_SEARCH,2020-11-07,ACQ_CAMP_5
CUST0000165,PAID_SOCIAL,2023-10-01,ACQ_CAMP_21
CUST0000166,PAID_SOCIAL,2021-09-11,ACQ_CAMP_14
CUST0000167,PAID_SEARCH,2020-05-24,ACQ_CAMP_2
CUST0000168,PAID_SOCIAL,2023-12-04,ACQ_CAMP_25
CUST0000169,ORGANIC,2023-10-26,
CUST0000170,REFERRAL,2020-12-19,ACQ_CAMP_14
CUST0000171,REFERRAL,2020-09-06,ACQ_CAMP_2
CUST0000172,ORGANIC,2022-10-02,
CUST0000173,REFERRAL,2020-10-22,ACQ_CAMP_9
CUST0000174,REFERRAL,2021-10-25,ACQ_CAMP_20
CUST0000175,PAID_SEARCH,2024-09-22,ACQ_CAMP_24
CUST0000176,PAID_SEARCH,2022-11-12,ACQ_CAMP_10
CUST0000177,REFERRAL,2024-01-14,ACQ_CAMP_7
CUST0000178,PARTNERSHIP,2024-06-27,ACQ_CAMP_7
CUST0000179,ORGANIC,2021-01-20,
CUST0000180,REFERRAL,2020-10-08,ACQ_CAMP_22
CUST0000181,REFERRAL,2021-12-20,ACQ_CAMP_21
CUST0000182,ORGANIC,2022-09-06,
CUST0000183,PAID_SOCIAL,2024-11-01,ACQ_CAMP_18
CUST0000184,PARTNERSHIP,2022-10-07,ACQ_CAMP_9
CUST0000185,ORGANIC,2023-02-15,
CUST0000186,PAID_SOCIAL,2024-04-06,ACQ_CAMP_12
CUST0000187,PARTNERSHIP,2021-07-29,ACQ_CAMP_14
CUST0000188,PAID_SOCIAL,2022-05-18,ACQ_CAMP_14
CUST0000189,ORGANIC,2022-10-10,
CUST0000190,PARTNERSHIP,2021-04-17,ACQ_CAMP_17
CUST0000191,REFERRAL,2021-04-20,ACQ_CAMP_11
CUST0000192,ORGANIC,2021-05-14,
CUST0000193,ORGANIC,2021-08-23,
CUST0000194,PAID_SOCIAL,2022-10-22,ACQ_CAMP_16
CUST0000195,PARTNERSHIP,2022-12-08,ACQ_CAMP_5
CUST0000196,ORGANIC,2021-05-17,
CUST0000197,ORGANIC,2020-09-09,
CUST0000198,REFERRAL,2022-09-15,ACQ_CAMP_20
CUST0000199,PARTNERSHIP,2024-09-25,ACQ_CAMP_28
CUST0000200,ORGANIC,2021-11-19,
CUST0000201,ORGANIC,2021-08-19,
CUST0000202,PAID_SOCIAL,2024-04-26,ACQ_CAMP_7
CUST0000203,PAID_SOCIAL,2020-07-09,ACQ_CAMP_14
CUST0000204,PAID_SEARCH,2024-03-27,ACQ_CAMP_2
CUST0000205,PAID_SEARCH,2023-08-03,ACQ_CAMP_11
CUST0000206,PAID_SOCIAL,2020-01-07,ACQ_CAMP_26
CUST0000207,PAID_SOCIAL,2024-07-11,ACQ_CAMP_16
CUST0000208,PAID_SOCIAL,2020-03-07,ACQ_CAMP_13
CUST0000209,ORGANIC,2021-03-10,
CUST0000210,PAID_SEARCH,2023-12-06,ACQ_CAMP_23
CUST0000211,PAID_SOCIAL,2021-06-02,ACQ_CAMP_19
CUST0000212,REFERRAL,2024-10-23,ACQ_CAMP_25
CUST0000213,PARTNERSHIP,2020-02-05,ACQ_CAMP_16
CUST0000214,ORGANIC,2021-09-19,
CUST0000215,REFERRAL,2022-06-22,ACQ_CAMP_5
CUST0000216,PARTNERSHIP,2021-12-31,ACQ_CAMP_23
CUST0000217,PAID_SOCIAL,2024-04-14,ACQ_CAMP_15
CUST0000218,PAID_SEARCH,2024-10-21,ACQ_CAMP_17
CUST0000219,ORGANIC,2024-02-19,
CUST0000220,ORGANIC,2022-12-05,
CUST0000221,ORGANIC,2020-12-14,
CUST0000222,ORGANIC,2021-02-01,
CUST0000223,ORGANIC,2022-04-05,
CUST0000224,PAID_SOCIAL,2021-02-01,ACQ_CAMP_24
CUST0000225,REFERRAL,2022-08-03,ACQ_CAMP_30
CUST0000226,ORGANIC,2020-08-10,
CUST0000227,ORGANIC,2024-03-03,
CUST0000228,PAID_SOCIAL,2021-06-24,ACQ_CAMP_25
CUST0000229,PARTNERSHIP,2024-07-11,ACQ_CAMP_1
CUST0000230,ORGANIC,2022-04-07,
CUST0000231,REFERRAL,2023-04-24,ACQ_CAMP_26
CUST0000232,PAID_SOCIAL,2020-01-14,ACQ_CAMP_4
CUST0000233,ORGANIC,2021-07-27,
CUST0000234,PAID_SOCIAL,2022-04-01,ACQ_CAMP_16
CUST0000235,REFERRAL,2022-06-02,ACQ_CAMP_21
CUST0000236,PAID_SOCIAL,2024-11-30,ACQ_CAMP_13
CUST0000237,ORGANIC,2022-01-19,
CUST0000238,ORGANIC,2022-06-06,
CUST0000239,ORGANIC,2022-10-10,
CUST0000240,ORGANIC,2021-01-08,
CUST0000241,PAID_SOCIAL,2024-10-28,ACQ_CAMP_3
CUST0000242,PAID_SOCIAL,2021-10-28,ACQ_CAMP_5
CUST0000243,PAID_SOCIAL,2021-04-26,ACQ_CAMP_6
CUST0000244,PAID_SOCIAL,2022-05-26,ACQ_CAMP_23
CUST0000245,PAID_SOCIAL,2022-05-16,ACQ_CAMP_18
CUST0000246,PARTNERSHIP,2022-04-07,ACQ_CAMP_25
CUST0000247,ORGANIC,2023-03-02,
CUST0000248,PARTNERSHIP,2020-02-10,ACQ_CAMP_21
CUST0000249,PAID_SEARCH,2024-06-07,ACQ_CAMP_25
CUST0000250,ORGANIC,2024-01-30,
CUST0000251,PAID_SEARCH,2020-04-19,ACQ_CAMP_30
CUST0000252,REFERRAL,2023-10-30,ACQ_CAMP_10
CUST0000253,ORGANIC,2020-06-02,
CUST0000254,ORGANIC,2024-11-09,
CUST0000255,PAID_SEARCH,2022-07-09,ACQ_CAMP_20
CUST0000256,PAID_SEARCH,2020-02-20,ACQ_CAMP_2
CUST0000257,PAID_SOCIAL,2021-11-07,ACQ_CAMP_8
CUST0000258,ORGANIC,2020-05-13,
CUST0000259,ORGANIC,2023-09-14,
CUST0000260,ORGANIC,2022-12-31,
CUST0000261,PAID_SOCIAL,2022-10-30,ACQ_CAMP_9
CUST0000262,PAID_SEARCH,2023-12-08,ACQ_CAMP_7
CUST0000263,PAID_SEARCH,2022-03-20,ACQ_CAMP_26
CUST0000264,PAID_SOCIAL,2023-06-16,ACQ_CAMP_28
CUST0000265,PAID_SEARCH,2023-01-23,ACQ_CAMP_26
CUST0000266,PAID_SOCIAL,2024-03-21,ACQ_CAMP_22
CUST0000267,REFERRAL,2022-06-11,ACQ_CAMP_26
CUST0000268,REFERRAL,2020-12-24,ACQ_CAMP_19
CUST0000269,ORGANIC,2022-06-28,
CUST0000270,PAID_SOCIAL,2021-07-03,ACQ_CAMP_13
CUST0000271,ORGANIC,2024-09-30,
CUST0000272,PAID_SEARCH,2024-12-05,ACQ_CAMP_18
CUST0000273,PAID_SEARCH,2023-05-10,ACQ_CAMP_8
CUST0000274,PARTNERSHIP,2020-08-22,ACQ_CAMP_6
CUST0000275,PAID_SEARCH,2024-03-19,ACQ_CAMP_25
CUST0000276,ORGANIC,2021-02-02,
CUST0000277,PAID_SOCIAL,2020-06-27,ACQ_CAMP_26
CUST0000278,REFERRAL,2023-05-20,ACQ_CAMP_13
CUST0000279,ORGANIC,2022-10-27,
CUST0000280,PAID_SEARCH,2024-03-10,ACQ_CAMP_5
CUST0000281,PAID_SEARCH,2023-07-02,ACQ_CAMP_6
CUST0000282,ORGANIC,2021-09-05,
CUST0000283,PAID_SEARCH,2020-02-26,ACQ_CAMP_23
CUST0000284,PAID_SOCIAL,2020-06-10,ACQ_CAMP_26
CUST0000285,PAID_SOCIAL,2020-09-15,ACQ_CAMP_13
CUST0000286,ORGANIC,2024-01-08,
CUST0000287,PAID_SOCIAL,2023-03-18,ACQ_CAMP_19
CUST0000288,ORGANIC,2022-07-12,
CUST0000289,PARTNERSHIP,2024-01-25,ACQ_CAMP_8
CUST0000290,PAID_SOCIAL,2023-05-31,ACQ_CAMP_3
CUST0000291,PARTNERSHIP,2023-03-28,ACQ_CAMP_12
CUST0000292,ORGANIC,2023-04-12,
CUST0000293,ORGANIC,2024-09-19,
CUST0000294,ORGANIC,2021-06-07,
CUST0000295,ORGANIC,2021-04-28,
CUST0000296,PARTNERSHIP,2020-09-16,ACQ_CAMP_3
CUST0000297,REFERRAL,2023-04-10,ACQ_CAMP_22
CUST0000298,PARTNERSHIP,2024-09-24,ACQ_CAMP_6
CUST0000299,PAID_SOCIAL,2020-12-30,ACQ_CAMP_24
CUST0000300,PAID_SOCIAL,2024-08-21,ACQ_CAMP_26
CUST0000301,PARTNERSHIP,2020-07-21,ACQ_CAMP_28
CUST0000302,PAID_SOCIAL,2024-10-27,ACQ_CAMP_22
CUST0000303,REFERRAL,2024-08-23,ACQ_CAMP_12
CUST0000304,ORGANIC,2020-11-20,
CUST0000305,PARTNERSHIP,2023-06-27,ACQ_CAMP_29
CUST0000306,PARTNERSHIP,2023-02-23,ACQ_CAMP_12
CUST0000307,REFERRAL,2023-03-11,ACQ_CAMP_15
CUST0000308,PAID_SOCIAL,2021-09-21,ACQ_CAMP_16
CUST0000309,ORGANIC,2020-07-23,
CUST0000310,PAID_SOCIAL,2024-05-13,ACQ_CAMP_4
CUST0000311,REFERRAL,2020-03-09,ACQ_CAMP_6
CUST0000312,REFERRAL,2022-01-20,ACQ_CAMP_18
CUST0000313,PAID_SEARCH,2024-10-18,ACQ_CAMP_1
CUST0000314,ORGANIC,2021-08-22,
CUST0000315,PARTNERSHIP,2021-06-05,ACQ_CAMP_22
CUST0000316,ORGANIC,2024-02-14,
CUST0000317,REFERRAL,2021-11-08,ACQ_CAMP_25
CUST0000318,ORGANIC,2023-09-01,
CUST0000319,REFERRAL,2020-03-30,ACQ_CAMP_26
CUST0000320,ORGANIC,2022-10-26,
CUST0000321,ORGANIC,2023-12-04,
CUST0000322,REFERRAL,2022-12-20,ACQ_CAMP_2
CUST0000323,PAID_SEARCH,2020-08-02,ACQ_CAMP_2
CUST0000324,ORGANIC,2024-07-23,
CUST0000325,PAID_SOCIAL,2023-05-18,ACQ_CAMP_28
CUST0000326,REFERRAL,2020-08-18,ACQ_CAMP_23
CUST0000327,REFERRAL,2022-12-01,ACQ_CAMP_21
CUST0000328,PARTNERSHIP,2022-01-02,ACQ_CAMP_4
CUST0000329,REFERRAL,2022-03-31,ACQ_CAMP_19
CUST0000330,PAID_SOCIAL,2024-08-01,ACQ_CAMP_21
CUST0000331,PAID_SEARCH,2020-10-13,ACQ_CAMP_26
CUST0000332,PARTNERSHIP,2023-12-09,ACQ_CAMP_8
CUST0000333,ORGANIC,2021-10-09,
CUST0000334,PAID_SOCIAL,2022-05-30,ACQ_CAMP_7
CUST0000335,PAID_SOCIAL,2023-02-23,ACQ_CAMP_6
CUST0000336,ORGANIC,2024-04-06,
CUST0000337,PAID_SEARCH,2021-10-03,ACQ_CAMP_27
CUST0000338,PAID_SOCIAL,2024-01-03,ACQ_CAMP_16
CUST0000339,ORGANIC,2024-06-05,
CUST0000340,ORGANIC,2024-11-21,
CUST0000341,ORGANIC,2023-09-12,
CUST0000342,ORGANIC,2022-06-26,
CUST0000343,ORGANIC,2020-10-01,
CUST0000344,PAID_SEARCH,2021-01-14,ACQ_CAMP_13
CUST0000345,ORGANIC,2022-08-10,
CUST0000346,REFERRAL,2020-08-15,ACQ_CAMP_30
CUST0000347,PAID_SOCIAL,2021-10-08,ACQ_CAMP_27
CUST0000348,PAID_SEARCH,2023-10-13,ACQ_CAMP_25
CUST0000349,ORGANIC,2021-10-29,
CUST0000350,PAID_SOCIAL,2023-06-07,ACQ_CAMP_15
CUST0000351,REFERRAL,2022-11-20,ACQ_CAMP_21
CUST0000352,REFERRAL,2022-04-08,ACQ_CAMP_6
CUST0000353,ORGANIC,2020-06-27,
CUST0000354,PAID_SEARCH,2023-07-08,ACQ_CAMP_22
CUST0000355,PAID_SOCIAL,2020-06-19,ACQ_CAMP_28
CUST0000356,ORGANIC,2022-10-22,
CUST0000357,PAID_SEARCH,2024-10-21,ACQ_CAMP_14
CUST0000358,ORGANIC,2020-01-09,
CUST0000359,PAID_SOCIAL,2020-11-14,ACQ_CAMP_7
CUST0000360,PAID_SEARCH,2024-05-14,ACQ_CAMP_17
CUST0000361,REFERRAL,2023-04-13,ACQ_CAMP_4
CUST0000362,ORGANIC,2023-12-10,
CUST0000363,ORGANIC,2020-08-30,
CUST0000364,PAID_SOCIAL,2020-11-10,ACQ_CAMP_7
CUST0000365,REFERRAL,2023-10-07,ACQ_CAMP_24
CUST0000366,PAID_SOCIAL,2022-04-12,ACQ_CAMP_16
CUST0000367,ORGANIC,2020-11-21,
CUST0000368,PAID_SEARCH,2022-02-06,ACQ_CAMP_24
CUST0000369,REFERRAL,2021-07-26,ACQ_CAMP_28
CUST0000370,PAID_SEARCH,2024-04-30,ACQ_CAMP_5
CUST0000371,ORGANIC,2023-05-03,
CUST0000372,PAID_SEARCH,2022-04-09,ACQ_CAMP_1
CUST0000373,REFERRAL,2022-10-13,ACQ_CAMP_22
CUST0000374,ORGANIC,2020-10-17,
CUST0000375,PAID_SOCIAL,2020-09-16,ACQ_CAMP_19
CUST0000376,ORGANIC,2021-11-14,
CUST0000377,PAID_SEARCH,2022-07-04,ACQ_CAMP_27
CUST0000378,PAID_SOCIAL,2024-01-08,ACQ_CAMP_17
CUST0000379,ORGANIC,2023-12-31,
CUST0000380,REFERRAL,2022-05-10,ACQ_CAMP_10
CUST0000381,ORGANIC,2022-10-23,
CUST0000382,PARTNERSHIP,2021-03-27,ACQ_CAMP_17
CUST0000383,REFERRAL,2023-03-15,ACQ_CAMP_13
CUST0000384,REFERRAL,2020-10-04,ACQ_CAMP_7
CUST0000385,REFERRAL,2021-09-11,ACQ_CAMP_17
CUST0000386,ORGANIC,2022-07-26,
CUST0000387,REFERRAL,2021-04-20,ACQ_CAMP_28
CUST0000388,REFERRAL,2021-02-20,ACQ_CAMP_11
CUST0000389,PAID_SOCIAL,2024-06-26,ACQ_CAMP_7
CUST0000390,PAID_SEARCH,2020-11-15,ACQ_CAMP_10
CUST0000391,PAID_SOCIAL,2022-07-14,ACQ_CAMP_25
CUST0000392,PAID_SEARCH,2023-03-11,ACQ_CAMP_8
CUST0000393,PAID_SOCIAL,2023-05-12,ACQ_CAMP_23
CUST0000394,REFERRAL,2020-01-24,ACQ_CAMP_24
CUST0000395,PAID_SOCIAL,2024-02-09,ACQ_CAMP_27
CUST0000396,ORGANIC,2021-02-10,
CUST0000397,ORGANIC,2024-11-04,
CUST0000398,ORGANIC,2020-02-07,
CUST0000399,PAID_SOCIAL,2021-01-23,ACQ_CAMP_15
CUST0000400,REFERRAL,2023-09-05,ACQ_CAMP_13
CUST0000401,ORGANIC,2020-01-06,
CUST0000402,PARTNERSHIP,2023-04-28,ACQ_CAMP_24
CUST0000403,REFERRAL,2020-03-30,ACQ_CAMP_3
CUST0000404,ORGANIC,2020-03-03,
CUST0000405,PAID_SOCIAL,2021-06-25,ACQ_CAMP_22
CUST0000406,PAID_SEARCH,2023-11-22,ACQ_CAMP_30
CUST0000407,ORGANIC,2022-08-27,
CUST0000408,PARTNERSHIP,2022-03-07,ACQ_CAMP_21
CUST0000409,ORGANIC,2022-01-10,
CUST0000410,PAID_SEARCH,2024-07-16,ACQ_CAMP_27
CUST0000411,PAID_SOCIAL,2021-06-10,ACQ_CAMP_15
CUST0000412,ORGANIC,2020-10-16,
CUST0000413,ORGANIC,2022-06-29,
CUST0000414,PAID_SEARCH,2022-12-23,ACQ_CAMP_9
CUST0000415,ORGANIC,2020-11-11,
CUST0000416,PAID_SOCIAL,2024-04-26,ACQ_CAMP_16
CUST0000417,PARTNERSHIP,2022-06-20,ACQ_CAMP_20
CUST0000418,REFERRAL,2022-05-10,ACQ_CAMP_25
CUST0000419,PAID_SEARCH,2023-04-01,ACQ_CAMP_30
CUST0000420,ORGANIC,2021-09-11,
CUST0000421,REFERRAL,2020-10-01,ACQ_CAMP_29
CUST0000422,ORGANIC,2021-12-26,
CUST0000423,PAID_SEARCH,2024-06-12,ACQ_CAMP_17
CUST0000424,ORGANIC,2020-10-02,
CUST0000425,REFERRAL,2023-04-09,ACQ_CAMP_15
CUST0000426,PAID_SOCIAL,2023-09-29,ACQ_CAMP_7
CUST0000427,ORGANIC,2021-05-07,
CUST0000428,PAID_SEARCH,2022-06-08,ACQ_CAMP_8
CUST0000429,PAID_SEARCH,2024-08-30,ACQ_CAMP_15
CUST0000430,ORGANIC,2020-01-29,
CUST0000431,ORGANIC,2022-12-10,
CUST0000432,ORGANIC,2020-06-03,
CUST0000433,PAID_SOCIAL,2020-11-20,ACQ_CAMP_21
CUST0000434,REFERRAL,2023-06-27,ACQ_CAMP_19
CUST0000435,REFERRAL,2021-03-02,ACQ_CAMP_5
CUST0000436,PARTNERSHIP,2023-08-01,ACQ_CAMP_16
CUST0000437,REFERRAL,2022-03-26,ACQ_CAMP_17
CUST0000438,PAID_SEARCH,2021-04-04,ACQ_CAMP_7
CUST0000439,ORGANIC,2020-03-18,
CUST0000440,PAID_SEARCH,2020-06-01,ACQ_CAMP_15
CUST0000441,ORGANIC,2021-03-12,
CUST0000442,PAID_SOCIAL,2020-12-08,ACQ_CAMP_2
CUST0000443,ORGANIC,2020-10-25,
CUST0000444,ORGANIC,2024-04-04,
CUST0000445,ORGANIC,2023-12-13,
CUST0000446,PARTNERSHIP,2022-11-11,ACQ_CAMP_1
CUST0000447,ORGANIC,2021-11-10,
CUST0000448,PAID_SEARCH,2023-02-21,ACQ_CAMP_16
CUST0000449,ORGANIC,2023-05-14,
