sku_id,product_name,brand,category_l1,category_l2,category_l3,supplier_id,unit_cost,unit_price,is_private_label,is_perishable,shelf_life_days
SKU000050,Nestle Rice & Grains Product 50,Nestle,Grocery,Rice & Grains,Rice & Grains Type E,SUP227,490934.17,610347.15,False,False,186
SKU000051,Wings Cooking Oil Product 1,Wings,Grocery,Cooking Oil,Cooking Oil Type A,SUP268,226134.08,266860.44,False,False,489
SKU000052,Indofood Cooking Oil Product 2,Indofood,Grocery,Cooking Oil,Cooking Oil Type B,SUP220,134468.81,162420.25,False,False,243
SKU000053,LG Cooking Oil Product 3,LG,Grocery,Cooking Oil,Cooking Oil Type C,SUP357,156869.14,191635.26,False,False,498
SKU000054,Mayora Cooking Oil Product 4,Mayora,Grocery,Cooking Oil,Cooking Oil Type D,SUP168,186934.23,218012.94,False,False,669
SKU000055,ABC Cooking Oil Product 5,ABC,Grocery,Cooking Oil,Cooking Oil Type E,SUP341,210843.58,266668.71,False,False,730
SKU000056,Wings Cooking Oil Product 6,Wings,Grocery,Cooking Oil,Cooking Oil Type A,SUP405,382120.51,498324.34,False,False,263
SKU000057,Local Brand Cooking Oil Product 7,Local Brand,Grocery,Cooking Oil,Cooking Oil Type B,SUP388,353364.23,396980.27,False,False,294
SKU000058,MegaMart Own Cooking Oil Product 8,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type C,SUP393,276086.38,345562.45,True,False,729
SKU000059,MegaMart Own Cooking Oil Product 9,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type D,SUP159,167418.23,210294.45,True,False,390
SKU000060,LG Cooking Oil Product 10,LG,Grocery,Cooking Oil,Cooking Oil Type E,SUP128,50016.11,62675.82,False,False,644
SKU000061,MegaMart Own Cooking Oil Product 11,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type A,SUP386,210635.16,267332.53,True,False,653
SKU000062,Mayora Cooking Oil Product 12,Mayora,Grocery,Cooking Oil,Cooking Oil Type B,SUP101,363023.64,442447.63,False,False,403
SKU000063,Indofood Cooking Oil Product 13,Indofood,Grocery,Cooking Oil,Cooking Oil Type C,SUP377,214730.21,281321.37,False,False,241
SKU000064,Unilever Cooking Oil Product 14,Unilever,Grocery,Cooking Oil,Cooking Oil Type D,SUP246,493137.94,612290.6,False,False,598
SKU000065,Nestle Cooking Oil Product 15,Nestle,Grocery,Cooking Oil,Cooking Oil Type E,SUP430,384084.7,535222.02,False,False,610
SKU000066,Samsung Cooking Oil Product 16,Samsung,Grocery,Cooking Oil,Cooking Oil Type A,SUP293,227025.88,312191.13,False,False,564
SKU000067,MegaMart Own Cooking Oil Product 17,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type B,SUP168,482251.47,657003.06,True,False,536
SKU000068,MegaMart Own Cooking Oil Product 18,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type C,SUP165,496459.15,604646.33,True,False,408
SKU000069,Indofood Cooking Oil Product 19,Indofood,Grocery,Cooking Oil,Cooking Oil Type D,SUP468,489352.89,606259.87,False,False,614
SKU000070,Wings Cooking Oil Product 20,Wings,Grocery,Cooking Oil,Cooking Oil Type E,SUP241,127518.46,153512.83,False,False,373
SKU000071,Unilever Cooking Oil Product 21,Unilever,Grocery,Cooking Oil,Cooking Oil Type A,SUP414,20947.57,27191.19,False,False,196
SKU000072,Unilever Cooking Oil Product 22,Unilever,Grocery,Cooking Oil,Cooking Oil Type B,SUP406,54943.87,60991.7,False,False,229
SKU000073,Indofood Cooking Oil Product 23,Indofood,Grocery,Cooking Oil,Cooking Oil Type C,SUP211,204121.35,238883.58,False,False,237
SKU000074,MegaMart Own Cooking Oil Product 24,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type D,SUP474,496774.3,581349.36,True,False,506
SKU000075,ABC Cooking Oil Product 25,ABC,Grocery,Cooking Oil,Cooking Oil Type E,SUP438,122267.5,166635.62,False,False,713
SKU000076,Mayora Cooking Oil Product 26,Mayora,Grocery,Cooking Oil,Cooking Oil Type A,SUP402,141201.19,178904.09,False,False,359
SKU000077,Samsung Cooking Oil Product 27,Samsung,Grocery,Cooking Oil,Cooking Oil Type B,SUP276,280146.08,312101.01,False,False,570
SKU000078,ABC Cooking Oil Product 28,ABC,Grocery,Cooking Oil,Cooking Oil Type C,SUP253,349672.66,427467.05,False,False,565
SKU000079,Local Brand Cooking Oil Product 29,Local Brand,Grocery,Cooking Oil,Cooking Oil Type D,SUP253,239391.82,324328.58,False,False,327
SKU000080,Indofood Cooking Oil Product 30,Indofood,Grocery,Cooking Oil,Cooking Oil Type E,SUP385,283381.05,393994.83,False,False,722
SKU000081,MegaMart Own Cooking Oil Product 31,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type A,SUP431,125214.97,145374.71,True,False,260
SKU000082,ABC Cooking Oil Product 32,ABC,Grocery,Cooking Oil,Cooking Oil Type B,SUP197,50769.68,66882.73,False,False,232
SKU000083,Indofood Cooking Oil Product 33,Indofood,Grocery,Cooking Oil,Cooking Oil Type C,SUP489,437442.13,505879.51,False,False,402
SKU000084,ABC Cooking Oil Product 34,ABC,Grocery,Cooking Oil,Cooking Oil Type D,SUP208,155078.07,212875.4,False,False,374
SKU000085,Unilever Cooking Oil Product 35,Unilever,Grocery,Cooking Oil,Cooking Oil Type E,SUP224,374705.22,496971.24,False,False,389
SKU000086,Wings Cooking Oil Product 36,Wings,Grocery,Cooking Oil,Cooking Oil Type A,SUP294,278279.25,370850.0,False,False,657
SKU000087,ABC Cooking Oil Product 37,ABC,Grocery,Cooking Oil,Cooking Oil Type B,SUP354,157669.03,190447.38,False,False,657
SKU000088,MegaMart Own Cooking Oil Product 38,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type C,SUP263,490752.64,608949.0,True,False,388
SKU000089,Samsung Cooking Oil Product 39,Samsung,Grocery,Cooking Oil,Cooking Oil Type D,SUP479,27629.15,37554.24,False,False,329
SKU000090,MegaMart Own Cooking Oil Product 40,MegaMart Own,Grocery,Cooking Oil,Cooking Oil Type E,SUP468,278889.22,355642.2,True,False,607
SKU000091,Wings Cooking Oil Product 41,Wings,Grocery,Cooking Oil,Cooking Oil Type A,SUP225,168283.32,204287.86,False,False,691
SKU000092,ABC Cooking Oil Product 42,ABC,Grocery,Cooking Oil,Cooking Oil Type B,SUP470,132376.75,178242.33,False,False,682
SKU000093,ABC Cooking Oil Product 43,ABC,Grocery,Cooking Oil,Cooking Oil Type C,SUP350,88786.53,116851.42,False,False,368
SKU000094,Local Brand Cooking Oil Product 44,Local Brand,Grocery,Cooking Oil,Cooking Oil Type D,SUP368,495210.15,686941.19,False,False,214
SKU000095,Unilever Cooking Oil Product 45,Unilever,Grocery,Cooking Oil,Cooking Oil Type E,SUP491,472868.12,614948.28,False,False,186
SKU000096,Wings Cooking Oil Product 46,Wings,Grocery,Cooking Oil,Cooking Oil Type A,SUP211,38644.13,44259.47,False,False,697
SKU000097,Indofood Cooking Oil Product 47,Indofood,Grocery,Cooking Oil,Cooking Oil Type B,SUP415,310828.44,404085.18,False,False,674
SKU000098,Indofood Cooking Oil Product 48,Indofood,Grocery,Cooking Oil,Cooking Oil Type C,SUP106,8273.12,10469.58,False,False,197
SKU000099,Mayora Cooking Oil Product 49,Mayora,Grocery,Cooking Oil,Cooking Oil Type D,SUP357,270190.36,320447.54,False,False,620
SKU000100,Nestle Cooking Oil Product 50,Nestle,Grocery,Cooking Oil,Cooking Oil Type E,SUP176,57973.13,65445.53,False,False,426
SKU000101,Local Brand Canned Food Product 1,Local Brand,Grocery,Canned Food,Canned Food Type A,SUP303,129947.01,156759.28,False,False,260
SKU000102,Samsung Canned Food Product 2,Samsung,Grocery,Canned Food,Canned Food Type B,SUP456,232203.88,272366.41,False,False,411
SKU000103,Unilever Canned Food Product 3,Unilever,Grocery,Canned Food,Canned Food Type C,SUP488,328599.18,446062.13,False,False,212
SKU000104,MegaMart Own Canned Food Product 4,MegaMart Own,Grocery,Canned Food,Canned Food Type D,SUP128,192735.69,243966.85,True,False,189
SKU000105,Unilever Canned Food Product 5,Unilever,Grocery,Canned Food,Canned Food Type E,SUP269,252429.9,310532.42,False,False,277
SKU000106,Indofood Canned Food Product 6,Indofood,Grocery,Canned Food,Canned Food Type A,SUP454,118734.42,162711.5,False,False,666
SKU000107,Unilever Canned Food Product 7,Unilever,Grocery,Canned Food,Canned Food Type B,SUP378,343792.23,407088.47,False,False,213
SKU000108,ABC Canned Food Product 8,ABC,Grocery,Canned Food,Canned Food Type C,SUP173,12750.76,14818.26,False,False,587
SKU000109,Mayora Canned Food Product 9,Mayora,Grocery,Canned Food,Canned Food Type D,SUP299,85412.87,100115.98,False,False,519
SKU000110,Nestle Canned Food Product 10,Nestle,Grocery,Canned Food,Canned Food Type E,SUP140,396296.55,517877.62,False,False,692
SKU000111,ABC Canned Food Product 11,ABC,Grocery,Canned Food,Canned Food Type A,SUP138,31579.73,38878.64,False,False,528
SKU000112,Samsung Canned Food Product 12,Samsung,Grocery,Canned Food,Canned Food Type B,SUP424,484615.66,580527.4,False,False,459
SKU000113,LG Canned Food Product 13,LG,Grocery,Canned Food,Canned Food Type C,SUP292,247848.71,299089.78,False,False,622
SKU000114,Samsung Canned Food Product 14,Samsung,Grocery,Canned Food,Canned Food Type D,SUP226,47418.59,60960.62,False,False,255
SKU000115,MegaMart Own Canned Food Product 15,MegaMart Own,Grocery,Canned Food,Canned Food Type E,SUP424,81339.38,106839.53,True,False,337
SKU000116,ABC Canned Food Product 16,ABC,Grocery,Canned Food,Canned Food Type A,SUP257,183546.61,206940.75,False,False,635
SKU000117,Mayora Canned Food Product 17,Mayora,Grocery,Canned Food,Canned Food Type B,SUP320,55604.55,62621.24,False,False,639
SKU000118,Local Brand Canned Food Product 18,Local Brand,Grocery,Canned Food,Canned Food Type C,SUP281,206981.87,229310.78,False,False,275
SKU000119,ABC Canned Food Product 19,ABC,Grocery,Canned Food,Canned Food Type D,SUP311,432540.5,477395.89,False,False,577
SKU000120,Local Brand Canned Food Product 20,Local Brand,Grocery,Canned Food,Canned Food Type E,SUP392,453077.75,631342.06,False,False,713
SKU000121,Samsung Canned Food Product 21,Samsung,Grocery,Canned Food,Canned Food Type A,SUP237,88903.36,104966.04,False,False,684
SKU000122,MegaMart Own Canned Food Product 22,MegaMart Own,Grocery,Canned Food,Canned Food Type B,SUP253,87767.66,103810.58,True,False,675
SKU000123,ABC Canned Food Product 23,ABC,Grocery,Canned Food,Canned Food Type C,SUP420,129591.37,152137.29,False,False,687
SKU000124,Wings Canned Food Product 24,Wings,Grocery,Canned Food,Canned Food Type D,SUP103,231641.51,264221.16,False,False,585
SKU000125,Samsung Canned Food Product 25,Samsung,Grocery,Canned Food,Canned Food Type E,SUP271,403017.85,483162.99,False,False,620
SKU000126,Nestle Canned Food Product 26,Nestle,Grocery,Canned Food,Canned Food Type A,SUP455,153715.47,196903.89,False,False,385
SKU000127,Nestle Canned Food Product 27,Nestle,Grocery,Canned Food,Canned Food Type B,SUP249,482464.44,670923.53,False,False,682
SKU000128,Wings Canned Food Product 28,Wings,Grocery,Canned Food,Canned Food Type C,SUP301,166313.69,196930.38,False,False,553
SKU000129,MegaMart Own Canned Food Product 29,MegaMart Own,Grocery,Canned Food,Canned Food Type D,SUP379,284106.0,362993.18,True,False,364
SKU000130,Local Brand Canned Food Product 30,Local Brand,Grocery,Canned Food,Canned Food Type E,SUP462,18323.47,24153.34,False,False,394
SKU000131,Mayora Canned Food Product 31,Mayora,Grocery,Canned Food,Canned Food Type A,SUP309,416484.5,466774.0,False,False,691
SKU000132,MegaMart Own Canned Food Product 32,MegaMart Own,Grocery,Canned Food,Canned Food Type B,SUP178,154902.16,182134.66,True,False,613
SKU000133,Unilever Canned Food Product 33,Unilever,Grocery,Canned Food,Canned Food Type C,SUP398,227288.03,290787.8,False,False,590
SKU000134,Samsung Canned Food Product 34,Samsung,Grocery,Canned Food,Canned Food Type D,SUP284,274104.38,366536.84,False,False,729
SKU000135,Unilever Canned Food Product 35,Unilever,Grocery,Canned Food,Canned Food Type E,SUP440,59137.87,69455.61,False,False,543
SKU000136,Indofood Canned Food Product 36,Indofood,Grocery,Canned Food,Canned Food Type A,SUP431,283794.04,367090.25,False,False,589
SKU000137,ABC Canned Food Product 37,ABC,Grocery,Canned Food,Canned Food Type B,SUP105,483029.8,593709.64,False,False,280
SKU000138,Local Brand Canned Food Product 38,Local Brand,Grocery,Canned Food,Canned Food Type C,SUP452,374692.25,474884.22,False,False,406
SKU000139,Samsung Canned Food Product 39,Samsung,Grocery,Canned Food,Canned Food Type D,SUP453,234216.29,305386.81,False,False,692
SKU000140,Indofood Canned Food Product 40,Indofood,Grocery,Canned Food,Canned Food Type E,SUP143,243971.69,289991.99,False,False,298
SKU000141,Nestle Canned Food Product 41,Nestle,Grocery,Canned Food,Canned Food Type A,SUP205,177422.68,213425.29,False,False,713
SKU000142,LG Canned Food Product 42,LG,Grocery,Canned Food,Canned Food Type B,SUP331,53323.4,70205.49,False,False,506
SKU000143,MegaMart Own Canned Food Product 43,MegaMart Own,Grocery,Canned Food,Canned Food Type C,SUP111,27118.11,35612.42,True,False,531
SKU000144,Nestle Canned Food Product 44,Nestle,Grocery,Canned Food,Canned Food Type D,SUP364,465311.61,615210.28,False,False,358
SKU000145,ABC Canned Food Product 45,ABC,Grocery,Canned Food,Canned Food Type E,SUP218,282125.23,391459.7,False,False,594
SKU000146,Nestle Canned Food Product 46,Nestle,Grocery,Canned Food,Canned Food Type A,SUP114,322037.04,395989.73,False,False,382
SKU000147,Samsung Canned Food Product 47,Samsung,Grocery,Canned Food,Canned Food Type B,SUP205,197473.71,258971.11,False,False,465
SKU000148,Unilever Canned Food Product 48,Unilever,Grocery,Canned Food,Canned Food Type C,SUP374,290787.21,389611.45,False,False,371
SKU000149,Wings Canned Food Product 49,Wings,Grocery,Canned Food,Canned Food Type D,SUP350,231487.46,272855.66,False,False,720
SKU000150,ABC Canned Food Product 50,ABC,Grocery,Canned Food,Canned Food Type E,SUP400,300500.56,385660.17,False,False,296
SKU000151,LG Snacks Product 1,LG,Grocery,Snacks,Snacks Type A,SUP461,310594.53,417476.78,False,False,484
SKU000152,Unilever Snacks Product 2,Unilever,Grocery,Snacks,Snacks Type B,SUP222,337694.49,403192.27,False,False,492
SKU000153,MegaMart Own Snacks Product 3,MegaMart Own,Grocery,Snacks,Snacks Type C,SUP298,189786.51,216813.54,True,False,608
SKU000154,Samsung Snacks Product 4,Samsung,Grocery,Snacks,Snacks Type D,SUP375,214404.2,267147.86,False,False,357
SKU000155,LG Snacks Product 5,LG,Grocery,Snacks,Snacks Type E,SUP330,147973.21,171076.2,False,False,234
SKU000156,Indofood Snacks Product 6,Indofood,Grocery,Snacks,Snacks Type A,SUP296,244881.42,283704.56,False,False,697
SKU000157,Samsung Snacks Product 7,Samsung,Grocery,Snacks,Snacks Type B,SUP327,343924.85,421201.03,False,False,680
SKU000158,Indofood Snacks Product 8,Indofood,Grocery,Snacks,Snacks Type C,SUP116,398961.04,465251.95,False,False,461
SKU000159,Mayora Snacks Product 9,Mayora,Grocery,Snacks,Snacks Type D,SUP480,88263.44,109199.21,False,False,687
SKU000160,Unilever Snacks Product 10,Unilever,Grocery,Snacks,Snacks Type E,SUP378,288493.46,340528.07,False,False,555
SKU000161,Indofood Snacks Product 11,Indofood,Grocery,Snacks,Snacks Type A,SUP211,381202.04,469797.2,False,False,615
SKU000162,MegaMart Own Snacks Product 12,MegaMart Own,Grocery,Snacks,Snacks Type B,SUP252,415885.0,551215.5,True,False,213
SKU000163,ABC Snacks Product 13,ABC,Grocery,Snacks,Snacks Type C,SUP160,431788.81,486235.18,False,False,422
SKU000164,ABC Snacks Product 14,ABC,Grocery,Snacks,Snacks Type D,SUP319,431219.1,553287.97,False,False,349
SKU000165,Wings Snacks Product 15,Wings,Grocery,Snacks,Snacks Type E,SUP391,407697.28,546979.78,False,False,539
SKU000166,Local Brand Snacks Product 16,Local Brand,Grocery,Snacks,Snacks Type A,SUP249,88346.8,123128.94,False,False,476
SKU000167,Local Brand Snacks Product 17,Local Brand,Grocery,Snacks,Snacks Type B,SUP148,492816.71,642529.4,False,False,318
SKU000168,Samsung Snacks Product 18,Samsung,Grocery,Snacks,Snacks Type C,SUP435,459790.51,642670.29,False,False,309
SKU000169,Nestle Snacks Product 19,Nestle,Grocery,Snacks,Snacks Type D,SUP226,128590.23,168892.78,False,False,582
SKU000170,Mayora Snacks Product 20,Mayora,Grocery,Snacks,Snacks Type E,SUP138,315767.35,382884.24,False,False,275
SKU000171,Mayora Snacks Product 21,Mayora,Grocery,Snacks,Snacks Type A,SUP332,348878.29,475589.21,False,False,679
SKU000172,Indofood Snacks Product 22,Indofood,Grocery,Snacks,Snacks Type B,SUP147,435109.34,589203.4,False,False,649
SKU000173,ABC Snacks Product 23,ABC,Grocery,Snacks,Snacks Type C,SUP303,425802.59,570023.37,False,False,403
SKU000174,Wings Snacks Product 24,Wings,Grocery,Snacks,Snacks Type D,SUP245,249883.9,299075.93,False,False,525
SKU000175,Nestle Snacks Product 25,Nestle,Grocery,Snacks,Snacks Type E,SUP275,285240.34,355295.76,False,False,229
SKU000176,MegaMart Own Snacks Product 26,MegaMart Own,Grocery,Snacks,Snacks Type A,SUP108,314958.86,425512.78,True,False,307
SKU000177,Nestle Snacks Product 27,Nestle,Grocery,Snacks,Snacks Type B,SUP319,223436.54,245825.5,False,False,387
SKU000178,Nestle Snacks Product 28,Nestle,Grocery,Snacks,Snacks Type C,SUP240,441663.14,525826.31,False,False,275
SKU000179,Mayora Snacks Product 29,Mayora,Grocery,Snacks,Snacks Type D,SUP432,45798.16,59507.96,False,False,349
SKU000180,MegaMart Own Snacks Product 30,MegaMart Own,Grocery,Snacks,Snacks Type E,SUP486,314674.12,414676.46,True,False,419
SKU000181,Unilever Snacks Product 31,Unilever,Grocery,Snacks,Snacks Type A,SUP344,353330.53,388778.73,False,False,259
SKU000182,MegaMart Own Snacks Product 32,MegaMart Own,Grocery,Snacks,Snacks Type B,SUP104,116964.48,152521.08,True,False,188
SKU000183,Unilever Snacks Product 33,Unilever,Grocery,Snacks,Snacks Type C,SUP167,494136.68,606154.59,False,False,669
SKU000184,MegaMart Own Snacks Product 34,MegaMart Own,Grocery,Snacks,Snacks Type D,SUP152,194619.61,256747.84,True,False,285
SKU000185,Mayora Snacks Product 35,Mayora,Grocery,Snacks,Snacks Type E,SUP485,72879.0,97077.61,False,False,316
SKU000186,Nestle Snacks Product 36,Nestle,Grocery,Snacks,Snacks Type A,SUP412,38863.75,49317.61,False,False,348
SKU000187,Wings Snacks Product 37,Wings,Grocery,Snacks,Snacks Type B,SUP310,315899.62,361835.29,False,False,633
SKU000188,Unilever Snacks Product 38,Unilever,Grocery,Snacks,Snacks Type C,SUP163,448813.51,512546.8,False,False,573
SKU000189,Samsung Snacks Product 39,Samsung,Grocery,Snacks,Snacks Type D,SUP241,160679.32,183487.6,False,False,266
SKU000190,Mayora Snacks Product 40,Mayora,Grocery,Snacks,Snacks Type E,SUP437,390589.98,510556.89,False,False,488
SKU000191,Local Brand Snacks Product 41,Local Brand,Grocery,Snacks,Snacks Type A,SUP430,98380.03,119780.18,False,False,235
SKU000192,Wings Snacks Product 42,Wings,Grocery,Snacks,Snacks Type B,SUP355,249969.42,283421.1,False,False,252
SKU000193,Indofood Snacks Product 43,Indofood,Grocery,Snacks,Snacks Type C,SUP167,493506.85,681126.96,False,False,576
SKU000194,Samsung Snacks Product 44,Samsung,Grocery,Snacks,Snacks Type D,SUP490,185879.17,242550.5,False,False,662
SKU000195,Unilever Snacks Product 45,Unilever,Grocery,Snacks,Snacks Type E,SUP234,13261.25,14856.04,False,False,400
SKU000196,MegaMart Own Snacks Product 46,MegaMart Own,Grocery,Snacks,Snacks Type A,SUP359,34932.09,46696.76,True,False,473
SKU000197,Local Brand Snacks Product 47,Local Brand,Grocery,Snacks,Snacks Type B,SUP305,384719.45,472078.68,False,False,264
SKU000198,Local Brand Snacks Product 48,Local Brand,Grocery,Snacks,Snacks Type C,SUP258,309943.29,366737.4,False,False,260
SKU000199,Wings Snacks Product 49,Wings,Grocery,Snacks,Snacks Type D,SUP267,487285.13,558727.53,False,False,580
SKU000200,Unilever Snacks Product 50,Unilever,Grocery,Snacks,Snacks Type E,SUP222,158533.9,195194.2,False,False,239
SKU000201,Samsung Beverages Product 1,Samsung,Grocery,Beverages,Beverages Type A,SUP128,62413.36,80119.35,False,False,496
SKU000202,Nestle Beverages Product 2,Nestle,Grocery,Beverages,Beverages Type B,SUP459,64124.29,84154.81,False,False,191
