event_id,customer_id,session_id,event_timestamp,event_date,event_type,page_url,product_id,device_type,platform,utm_source,utm_campaign,txn_id
EVT0000000040,CUST0003980,SES0000000040,2025-09-09 10:36:51,2025-09-09,product_view,/product/536,SKU000060,MOBILE_APP,WEB,REFERRAL,campaign_18,
EVT0000000041,CUST0003980,SES0000000040,2025-09-09 10:56:51,2025-09-09,checkout,/checkout,,MOBILE_APP,IOS,DIRECT,campaign_9,
EVT0000000042,CUST0003980,SES0000000040,2025-09-09 12:14:51,2025-09-09,purchase,/purchase,,MOBILE_APP,ANDROID,EMAIL,,TXN0000028590
EVT0000000043,CUST0001779,SES0000000043,2025-11-12 15:57:27,2025-11-12,product_view,/product/220,SKU000178,DESKTOP,WEB,PAID_SEARCH,,
EVT0000000044,CUST0001779,SES0000000043,2025-11-12 16:31:27,2025-11-12,add_to_cart,/add_to_cart,SKU000402,DESKTOP,ANDROID,PAID_SOCIAL,campaign_15,
EVT0000000045,CUST0001779,SES0000000043,2025-11-12 17:05:27,2025-11-12,checkout,/checkout,,MOBILE_WEB,WEB,PAID_SOCIAL,campaign_1,
EVT0000000046,CUST0001779,SES0000000043,2025-11-12 16:57:27,2025-11-12,purchase,/purchase,,MOBILE_WEB,ANDROID,EMAIL,,TXN0000079206
EVT0000000047,CUST0001624,SES0000000047,2025-12-28 18:06:27,2025-12-28,product_view,/product/936,SKU000573,MOBILE_WEB,IOS,EMAIL,,
EVT0000000048,CUST0001624,SES0000000047,2025-12-28 18:49:27,2025-12-28,add_to_cart,/add_to_cart,SKU000074,MOBILE_APP,ANDROID,DIRECT,,
EVT0000000049,CUST0001624,SES0000000047,2025-12-28 19:24:27,2025-12-28,page_view,/page_view,,MOBILE_APP,IOS,DIRECT,,
EVT0000000050,CUST0001624,SES0000000047,2025-12-28 19:54:27,2025-12-28,page_view,/page_view,,MOBILE_WEB,ANDROID,DIRECT,campaign_4,
EVT0000000051,CUST0001624,SES0000000047,2025-12-28 21:46:27,2025-12-28,checkout,/checkout,,MOBILE_WEB,ANDROID,PAID_SEARCH,,
EVT0000000052,CUST0001624,SES0000000047,2025-12-28 20:41:27,2025-12-28,purchase,/purchase,,MOBILE_WEB,ANDROID,PAID_SEARCH,,TXN0000113218
EVT0000000053,CUST0008663,SES0000000053,2026-01-09 19:14:49,2026-01-09,product_view,/product/712,SKU000864,MOBILE_APP,IOS,REFERRAL,,
EVT0000000054,CUST0008663,SES0000000053,2026-01-09 19:36:49,2026-01-09,add_to_cart,/add_to_cart,SKU000801,MOBILE_WEB,WEB,PAID_SEARCH,,
EVT0000000055,CUST0008663,SES0000000053,2026-01-09 19:44:49,2026-01-09,checkout,/checkout,,MOBILE_WEB,IOS,PAID_SEARCH,campaign_10,
EVT0000000056,CUST0008663,SES0000000053,2026-01-09 21:56:49,2026-01-09,purchase,/purchase,,DESKTOP,ANDROID,REFERRAL,,TXN0000123283
EVT0000000057,CUST0006283,SES0000000057,2025-12-12 02:17:46,2025-12-12,checkout,/checkout,,MOBILE_APP,WEB,EMAIL,campaign_9,
EVT0000000058,CUST0006283,SES0000000057,2025-12-12 02:53:46,2025-12-12,purchase,/purchase,,MOBILE_APP,WEB,EMAIL,,TXN0000101333
EVT0000000059,CUST0003337,SES0000000059,2025-11-22 15:19:20,2025-11-22,add_to_cart,/add_to_cart,SKU000389,MOBILE_APP,WEB,PAID_SOCIAL,campaign_15,
EVT0000000060,CUST0003337,SES0000000059,2025-11-22 16:18:20,2025-11-22,checkout,/checkout,,MOBILE_WEB,WEB,PAID_SEARCH,,
EVT0000000061,CUST0003337,SES0000000059,2025-11-22 15:53:20,2025-11-22,purchase,/purchase,,MOBILE_WEB,ANDROID,PAID_SOCIAL,campaign_8,TXN0000085727
EVT0000000062,CUST0008724,SES0000000062,2026-01-02 20:27:17,2026-01-02,add_to_cart,/add_to_cart,SKU000063,MOBILE_APP,IOS,PAID_SEARCH,campaign_12,
EVT0000000063,CUST0008724,SES0000000062,2026-01-02 21:10:17,2026-01-02,page_view,/page_view,,MOBILE_APP,WEB,ORGANIC,campaign_16,
EVT0000000064,CUST0008724,SES0000000062,2026-01-02 21:27:17,2026-01-02,product_view,/product/364,SKU000443,MOBILE_APP,IOS,PAID_SOCIAL,campaign_20,
EVT0000000065,CUST0008724,SES0000000062,2026-01-02 22:45:17,2026-01-02,add_to_cart,/add_to_cart,SKU000259,DESKTOP,IOS,EMAIL,,
EVT0000000066,CUST0008724,SES0000000062,2026-01-02 22:03:17,2026-01-02,checkout,/checkout,,DESKTOP,WEB,PAID_SOCIAL,,
EVT0000000067,CUST0008724,SES0000000062,2026-01-03 00:42:17,2026-01-03,purchase,/purchase,,DESKTOP,IOS,ORGANIC,,TXN0000117563
EVT0000000068,CUST0000104,SES0000000068,2025-11-09 02:49:54,2025-11-09,add_to_cart,/add_to_cart,SKU000143,MOBILE_APP,ANDROID,DIRECT,campaign_15,
EVT0000000069,CUST0000104,SES0000000068,2025-11-09 03:49:54,2025-11-09,product_view,/product/399,SKU000587,MOBILE_WEB,ANDROID,EMAIL,,
EVT0000000070,CUST0000104,SES0000000068,2025-11-09 04:39:54,2025-11-09,product_view,/product/287,SKU000409,DESKTOP,ANDROID,ORGANIC,campaign_12,
EVT0000000071,CUST0000104,SES0000000068,2025-11-09 05:37:54,2025-11-09,checkout,/checkout,,MOBILE_WEB,ANDROID,DIRECT,campaign_4,
EVT0000000072,CUST0000104,SES0000000068,2025-11-09 03:09:54,2025-11-09,purchase,/purchase,,MOBILE_APP,WEB,DIRECT,campaign_9,TXN0000076121
EVT0000000073,CUST0002058,SES0000000073,2025-10-03 00:15:58,2025-10-03,add_to_cart,/add_to_cart,SKU000406,DESKTOP,WEB,EMAIL,,
EVT0000000074,CUST0002058,SES0000000073,2025-10-03 00:55:58,2025-10-03,checkout,/checkout,,MOBILE_WEB,WEB,EMAIL,campaign_12,
EVT0000000075,CUST0002058,SES0000000073,2025-10-03 00:37:58,2025-10-03,purchase,/purchase,,MOBILE_APP,ANDROID,DIRECT,campaign_18,TXN0000046552
EVT0000000076,CUST0000978,SES0000000076,2025-09-20 22:28:03,2025-09-20,page_view,/page_view,,MOBILE_APP,ANDROID,EMAIL,campaign_3,
EVT0000000077,CUST0000978,SES0000000076,2025-09-20 23:04:03,2025-09-20,product_view,/product/51,SKU000349,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_3,
EVT0000000078,CUST0000978,SES0000000076,2025-09-20 23:28:03,2025-09-20,product_view,/product/778,SKU000126,DESKTOP,ANDROID,REFERRAL,campaign_16,
EVT0000000079,CUST0000978,SES0000000076,2025-09-21 00:43:03,2025-09-21,checkout,/checkout,,MOBILE_WEB,ANDROID,REFERRAL,campaign_16,
EVT0000000080,CUST0000978,SES0000000076,2025-09-21 00:44:03,2025-09-21,purchase,/purchase,,MOBILE_APP,ANDROID,PAID_SEARCH,campaign_9,TXN0000038514
EVT0000000081,CUST0004001,SES0000000081,2025-09-26 17:14:11,2025-09-26,page_view,/page_view,,DESKTOP,ANDROID,PAID_SOCIAL,,
EVT0000000082,CUST0004001,SES0000000081,2025-09-26 17:32:11,2025-09-26,add_to_cart,/add_to_cart,SKU000140,MOBILE_APP,WEB,ORGANIC,campaign_5,
EVT0000000083,CUST0004001,SES0000000081,2025-09-26 17:54:11,2025-09-26,product_view,/product/450,SKU000465,DESKTOP,ANDROID,REFERRAL,campaign_6,
EVT0000000084,CUST0004001,SES0000000081,2025-09-26 19:59:11,2025-09-26,product_view,/product/75,SKU000408,DESKTOP,WEB,EMAIL,,
EVT0000000085,CUST0004001,SES0000000081,2025-09-26 20:22:11,2025-09-26,product_view,/product/965,SKU000610,MOBILE_WEB,WEB,ORGANIC,campaign_15,
EVT0000000086,CUST0004001,SES0000000081,2025-09-26 20:29:11,2025-09-26,checkout,/checkout,,DESKTOP,WEB,PAID_SOCIAL,campaign_1,
EVT0000000087,CUST0004001,SES0000000081,2025-09-26 19:26:11,2025-09-26,purchase,/purchase,,DESKTOP,IOS,ORGANIC,,TXN0000042571
EVT0000000088,CUST0004552,SES0000000088,2026-01-25 06:36:14,2026-01-25,add_to_cart,/add_to_cart,SKU000179,DESKTOP,ANDROID,ORGANIC,campaign_12,
EVT0000000089,CUST0004552,SES0000000088,2026-01-25 06:43:14,2026-01-25,checkout,/checkout,,MOBILE_WEB,WEB,DIRECT,campaign_19,
EVT0000000090,CUST0004552,SES0000000088,2026-01-25 08:02:14,2026-01-25,purchase,/purchase,,MOBILE_WEB,IOS,DIRECT,,TXN0000134015
EVT0000000091,CUST0006899,SES0000000091,2025-11-14 17:43:51,2025-11-14,product_view,/product/857,SKU000032,DESKTOP,IOS,PAID_SOCIAL,,
EVT0000000092,CUST0006899,SES0000000091,2025-11-14 18:03:51,2025-11-14,product_view,/product/923,SKU000924,DESKTOP,IOS,PAID_SOCIAL,campaign_19,
EVT0000000093,CUST0006899,SES0000000091,2025-11-14 19:25:51,2025-11-14,checkout,/checkout,,MOBILE_WEB,ANDROID,REFERRAL,,
EVT0000000094,CUST0006899,SES0000000091,2025-11-14 20:22:51,2025-11-14,purchase,/purchase,,DESKTOP,ANDROID,DIRECT,,TXN0000078892
EVT0000000095,CUST0008601,SES0000000095,2025-12-20 13:48:34,2025-12-20,page_view,/page_view,,MOBILE_WEB,IOS,DIRECT,,
EVT0000000096,CUST0008601,SES0000000095,2025-12-20 14:26:34,2025-12-20,add_to_cart,/add_to_cart,SKU000888,MOBILE_APP,IOS,EMAIL,campaign_8,
EVT0000000097,CUST0008601,SES0000000095,2025-12-20 15:22:34,2025-12-20,add_to_cart,/add_to_cart,SKU000357,MOBILE_APP,ANDROID,EMAIL,,
EVT0000000098,CUST0008601,SES0000000095,2025-12-20 16:12:34,2025-12-20,add_to_cart,/add_to_cart,SKU000540,DESKTOP,ANDROID,EMAIL,campaign_2,
EVT0000000099,CUST0008601,SES0000000095,2025-12-20 15:52:34,2025-12-20,checkout,/checkout,,MOBILE_APP,ANDROID,ORGANIC,campaign_2,
EVT0000000100,CUST0008601,SES0000000095,2025-12-20 14:18:34,2025-12-20,purchase,/purchase,,DESKTOP,ANDROID,PAID_SOCIAL,campaign_15,TXN0000107305
EVT0000000101,CUST0008179,SES0000000101,2025-08-21 12:07:02,2025-08-21,add_to_cart,/add_to_cart,SKU000643,MOBILE_APP,IOS,DIRECT,,
EVT0000000102,CUST0008179,SES0000000101,2025-08-21 12:15:02,2025-08-21,checkout,/checkout,,MOBILE_WEB,ANDROID,EMAIL,campaign_12,
EVT0000000103,CUST0008179,SES0000000101,2025-08-21 13:51:02,2025-08-21,purchase,/purchase,,MOBILE_APP,ANDROID,EMAIL,,TXN0000016543
EVT0000000104,CUST0004307,SES0000000104,2025-08-06 13:59:19,2025-08-06,add_to_cart,/add_to_cart,SKU000545,MOBILE_APP,WEB,REFERRAL,,
EVT0000000105,CUST0004307,SES0000000104,2025-08-06 14:12:19,2025-08-06,add_to_cart,/add_to_cart,SKU000751,MOBILE_APP,WEB,ORGANIC,campaign_10,
EVT0000000106,CUST0004307,SES0000000104,2025-08-06 14:51:19,2025-08-06,page_view,/page_view,,MOBILE_APP,ANDROID,REFERRAL,campaign_15,
EVT0000000107,CUST0004307,SES0000000104,2025-08-06 16:44:19,2025-08-06,checkout,/checkout,,DESKTOP,WEB,EMAIL,campaign_13,
EVT0000000108,CUST0004307,SES0000000104,2025-08-06 15:51:19,2025-08-06,purchase,/purchase,,MOBILE_WEB,ANDROID,EMAIL,,TXN0000005257
EVT0000000109,CUST0008827,SES0000000109,2025-09-25 13:55:09,2025-09-25,product_view,/product/298,SKU000075,DESKTOP,ANDROID,PAID_SOCIAL,campaign_5,
EVT0000000110,CUST0008827,SES0000000109,2025-09-25 14:13:09,2025-09-25,page_view,/page_view,,MOBILE_APP,WEB,ORGANIC,campaign_17,
EVT0000000111,CUST0008827,SES0000000109,2025-09-25 14:19:09,2025-09-25,product_view,/product/707,SKU000694,DESKTOP,WEB,PAID_SEARCH,,
EVT0000000112,CUST0008827,SES0000000109,2025-09-25 14:22:09,2025-09-25,add_to_cart,/add_to_cart,SKU000682,DESKTOP,IOS,PAID_SOCIAL,,
EVT0000000113,CUST0008827,SES0000000109,2025-09-25 17:55:09,2025-09-25,checkout,/checkout,,MOBILE_APP,WEB,EMAIL,campaign_13,
EVT0000000114,CUST0008827,SES0000000109,2025-09-25 16:10:09,2025-09-25,purchase,/purchase,,DESKTOP,IOS,DIRECT,,TXN0000042514
EVT0000000115,CUST0004168,SES0000000115,2025-11-24 19:41:13,2025-11-24,page_view,/page_view,,DESKTOP,WEB,EMAIL,campaign_8,
EVT0000000116,CUST0004168,SES0000000115,2025-11-24 19:54:13,2025-11-24,add_to_cart,/add_to_cart,SKU000015,DESKTOP,ANDROID,EMAIL,campaign_16,
EVT0000000117,CUST0004168,SES0000000115,2025-11-24 21:25:13,2025-11-24,checkout,/checkout,,MOBILE_WEB,IOS,PAID_SOCIAL,campaign_12,
EVT0000000118,CUST0004168,SES0000000115,2025-11-24 20:29:13,2025-11-24,purchase,/purchase,,MOBILE_APP,IOS,ORGANIC,campaign_13,TXN0000087924
EVT0000000119,CUST0007776,SES0000000119,2025-12-20 04:23:20,2025-12-20,page_view,/page_view,,DESKTOP,IOS,PAID_SEARCH,,
EVT0000000120,CUST0007776,SES0000000119,2025-12-20 05:14:20,2025-12-20,page_view,/page_view,,MOBILE_APP,IOS,PAID_SOCIAL,campaign_15,
EVT0000000121,CUST0007776,SES0000000119,2025-12-20 04:43:20,2025-12-20,add_to_cart,/add_to_cart,SKU000394,MOBILE_WEB,ANDROID,PAID_SEARCH,,
EVT0000000122,CUST0007776,SES0000000119,2025-12-20 04:47:20,2025-12-20,checkout,/checkout,,MOBILE_APP,IOS,ORGANIC,campaign_6,
EVT0000000123,CUST0007776,SES0000000119,2025-12-20 06:27:20,2025-12-20,purchase,/purchase,,MOBILE_WEB,IOS,REFERRAL,,TXN0000106761
EVT0000000124,CUST0008508,SES0000000124,2025-10-25 22:15:40,2025-10-25,page_view,/page_view,,MOBILE_WEB,ANDROID,EMAIL,campaign_6,
EVT0000000125,CUST0008508,SES0000000124,2025-10-25 22:36:40,2025-10-25,checkout,/checkout,,MOBILE_APP,WEB,REFERRAL,,
EVT0000000126,CUST0008508,SES0000000124,2025-10-25 23:25:40,2025-10-25,purchase,/purchase,,MOBILE_WEB,IOS,ORGANIC,,TXN0000065473
EVT0000000127,CUST0008134,SES0000000127,2025-09-05 00:09:12,2025-09-05,page_view,/page_view,,MOBILE_APP,IOS,PAID_SEARCH,campaign_4,
EVT0000000128,CUST0008134,SES0000000127,2025-09-05 00:57:12,2025-09-05,page_view,/page_view,,MOBILE_WEB,ANDROID,DIRECT,,
EVT0000000129,CUST0008134,SES0000000127,2025-09-05 00:49:12,2025-09-05,product_view,/product/775,SKU000931,MOBILE_APP,WEB,ORGANIC,,
EVT0000000130,CUST0008134,SES0000000127,2025-09-05 03:00:12,2025-09-05,product_view,/product/906,SKU000074,MOBILE_WEB,ANDROID,PAID_SEARCH,campaign_11,
EVT0000000131,CUST0008134,SES0000000127,2025-09-05 01:21:12,2025-09-05,add_to_cart,/add_to_cart,SKU000839,MOBILE_APP,ANDROID,PAID_SOCIAL,campaign_1,
EVT0000000132,CUST0008134,SES0000000127,2025-09-05 02:04:12,2025-09-05,checkout,/checkout,,MOBILE_APP,WEB,PAID_SOCIAL,campaign_14,
EVT0000000133,CUST0008134,SES0000000127,2025-09-05 06:03:12,2025-09-05,purchase,/purchase,,MOBILE_APP,IOS,EMAIL,campaign_18,TXN0000026881
EVT0000000134,CUST0001401,SES0000000134,2025-08-24 21:29:36,2025-08-24,checkout,/checkout,,DESKTOP,ANDROID,DIRECT,campaign_6,
EVT0000000135,CUST0001401,SES0000000134,2025-08-24 22:26:36,2025-08-24,purchase,/purchase,,DESKTOP,WEB,EMAIL,,TXN0000018315
EVT0000000136,CUST0000141,SES0000000136,2026-01-12 18:41:08,2026-01-12,page_view,/page_view,,MOBILE_APP,ANDROID,REFERRAL,,
EVT0000000137,CUST0000141,SES0000000136,2026-01-12 19:08:08,2026-01-12,page_view,/page_view,,MOBILE_WEB,WEB,REFERRAL,campaign_3,
EVT0000000138,CUST0000141,SES0000000136,2026-01-12 19:55:08,2026-01-12,checkout,/checkout,,DESKTOP,WEB,EMAIL,,
EVT0000000139,CUST0000141,SES0000000136,2026-01-12 19:38:08,2026-01-12,purchase,/purchase,,DESKTOP,WEB,PAID_SOCIAL,,TXN0000125345
EVT0000000140,CUST0003199,SES0000000140,2025-11-12 23:17:53,2025-11-12,add_to_cart,/add_to_cart,SKU000531,MOBILE_WEB,IOS,EMAIL,,
EVT0000000141,CUST0003199,SES0000000140,2025-11-12 23:29:53,2025-11-12,product_view,/product/141,SKU000456,MOBILE_WEB,ANDROID,PAID_SEARCH,campaign_7,
EVT0000000142,CUST0003199,SES0000000140,2025-11-13 01:17:53,2025-11-13,product_view,/product/875,SKU000084,MOBILE_APP,WEB,PAID_SOCIAL,,
EVT0000000143,CUST0003199,SES0000000140,2025-11-13 01:14:53,2025-11-13,page_view,/page_view,,MOBILE_WEB,IOS,ORGANIC,campaign_17,
EVT0000000144,CUST0003199,SES0000000140,2025-11-13 01:05:53,2025-11-13,add_to_cart,/add_to_cart,SKU000594,MOBILE_APP,WEB,PAID_SOCIAL,campaign_16,
EVT0000000145,CUST0003199,SES0000000140,2025-11-13 03:52:53,2025-11-13,add_to_cart,/add_to_cart,SKU000339,MOBILE_WEB,IOS,REFERRAL,,
EVT0000000146,CUST0003199,SES0000000140,2025-11-13 02:11:53,2025-11-13,checkout,/checkout,,MOBILE_WEB,IOS,PAID_SEARCH,campaign_12,
EVT0000000147,CUST0003199,SES0000000140,2025-11-13 00:41:53,2025-11-13,purchase,/purchase,,MOBILE_APP,WEB,DIRECT,,TXN0000077444
EVT0000000148,CUST0008025,SES0000000148,2025-10-17 14:24:25,2025-10-17,checkout,/checkout,,MOBILE_APP,IOS,PAID_SEARCH,,
EVT0000000149,CUST0008025,SES0000000148,2025-10-17 15:03:25,2025-10-17,purchase,/purchase,,MOBILE_WEB,WEB,PAID_SEARCH,campaign_1,TXN0000058018
EVT0000000150,CUST0007996,SES0000000150,2025-10-07 01:08:34,2025-10-07,add_to_cart,/add_to_cart,SKU000299,DESKTOP,ANDROID,REFERRAL,campaign_4,
EVT0000000151,CUST0007996,SES0000000150,2025-10-07 01:34:34,2025-10-07,page_view,/page_view,,DESKTOP,ANDROID,REFERRAL,campaign_16,
EVT0000000152,CUST0007996,SES0000000150,2025-10-07 02:06:34,2025-10-07,checkout,/checkout,,MOBILE_APP,IOS,PAID_SEARCH,,
EVT0000000153,CUST0007996,SES0000000150,2025-10-07 02:44:34,2025-10-07,purchase,/purchase,,MOBILE_WEB,WEB,PAID_SEARCH,,TXN0000050932
EVT0000000154,CUST0007322,SES0000000154,2025-12-29 18:55:42,2025-12-29,product_view,/product/198,SKU000103,MOBILE_APP,WEB,REFERRAL,,
EVT0000000155,CUST0007322,SES0000000154,2025-12-29 19:40:42,2025-12-29,add_to_cart,/add_to_cart,SKU000865,DESKTOP,WEB,DIRECT,,
EVT0000000156,CUST0007322,SES0000000154,2025-12-29 19:39:42,2025-12-29,add_to_cart,/add_to_cart,SKU000012,DESKTOP,IOS,PAID_SOCIAL,campaign_10,
EVT0000000157,CUST0007322,SES0000000154,2025-12-29 19:46:42,2025-12-29,add_to_cart,/add_to_cart,SKU000624,MOBILE_WEB,WEB,REFERRAL,,
EVT0000000158,CUST0007322,SES0000000154,2025-12-29 19:27:42,2025-12-29,add_to_cart,/add_to_cart,SKU000249,MOBILE_WEB,IOS,ORGANIC,,
EVT0000000159,CUST0007322,SES0000000154,2025-12-29 22:55:42,2025-12-29,checkout,/checkout,,MOBILE_WEB,ANDROID,DIRECT,campaign_15,
EVT0000000160,CUST0007322,SES0000000154,2025-12-29 23:37:42,2025-12-29,purchase,/purchase,,MOBILE_APP,WEB,ORGANIC,campaign_6,TXN0000114891
EVT0000000161,CUST0007668,SES0000000161,2025-10-24 12:14:37,2025-10-24,add_to_cart,/add_to_cart,SKU000306,MOBILE_APP,WEB,EMAIL,,
EVT0000000162,CUST0007668,SES0000000161,2025-10-24 12:35:37,2025-10-24,product_view,/product/300,SKU000868,MOBILE_APP,ANDROID,EMAIL,,
EVT0000000163,CUST0007668,SES0000000161,2025-10-24 14:04:37,2025-10-24,product_view,/product/969,SKU000710,DESKTOP,ANDROID,DIRECT,campaign_7,
EVT0000000164,CUST0007668,SES0000000161,2025-10-24 13:59:37,2025-10-24,product_view,/product/556,SKU000239,DESKTOP,IOS,EMAIL,,
EVT0000000165,CUST0007668,SES0000000161,2025-10-24 15:22:37,2025-10-24,product_view,/product/695,SKU000556,MOBILE_WEB,IOS,REFERRAL,,
EVT0000000166,CUST0007668,SES0000000161,2025-10-24 15:09:37,2025-10-24,checkout,/checkout,,MOBILE_APP,IOS,REFERRAL,,
EVT0000000167,CUST0007668,SES0000000161,2025-10-24 13:02:37,2025-10-24,purchase,/purchase,,MOBILE_WEB,WEB,ORGANIC,campaign_10,TXN0000064275
EVT0000000168,CUST0001166,SES0000000168,2025-11-16 22:06:07,2025-11-16,page_view,/page_view,,DESKTOP,IOS,PAID_SOCIAL,campaign_1,
